plaque6,,plaque5,,plaque4,,plaque3,,plaquenoire,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
1373,65.79123688,1373,50.96966553,1373,57.8203125,1373,61.45956039,1373,5.691865444,
1372,65.76879883,1372,50.9428215,1372,57.80878067,1372,61.43452454,1372,5.699272156,
1371,65.75741577,1371,50.92181015,1371,57.7937851,1371,61.40736771,1371,5.696048737,
1370,65.74523926,1370,50.8937645,1370,57.77631378,1370,61.38140488,1370,5.690167904,
1369,65.73654175,1369,50.89096832,1369,57.73956299,1369,61.38154221,1369,5.695538044,
1368,65.73352051,1368,50.86181641,1368,57.73904419,1368,61.36174011,1368,5.693940163,
1367,65.71014404,1367,50.84096909,1367,57.71796036,1367,61.32979584,1367,5.697506428,
1366,65.7074585,1366,50.83864975,1366,57.68214417,1366,61.33385468,1366,5.691863537,
1365,65.72634125,1365,50.83963394,1365,57.68704987,1365,61.32299423,1365,5.707206726,
1364,65.68760681,1364,50.80298233,1364,57.63986588,1364,61.28808212,1364,5.695377827,
1363,65.66259003,1363,50.78319931,1363,57.60890198,1363,61.26202393,1363,5.695168972,
1362,65.66730499,1362,50.75083542,1362,57.57584,1362,61.23540878,1362,5.695528984,
1361,65.63188171,1361,50.73916245,1361,57.53108978,1361,61.19207764,1361,5.70083046,
1360,65.62081909,1360,50.71117401,1360,57.50448608,1360,61.18653488,1360,5.691394806,
1359,65.59584045,1359,50.69646072,1359,57.47783661,1359,61.1713295,1359,5.698361397,
1358,65.58105469,1358,50.66739273,1358,57.43737793,1358,61.14651108,1358,5.694069862,
1357,65.57544708,1357,50.64299011,1357,57.40825653,1357,61.1272049,1357,5.690245628,
1356,65.56498718,1356,50.63391876,1356,57.38524246,1356,61.11725616,1356,5.694010258,
1355,65.55007172,1355,50.60884476,1355,57.35890961,1355,61.0959053,1355,5.693378448,
1354,65.54415131,1354,50.59734726,1354,57.3384819,1354,61.08993149,1354,5.693160534,
1353,65.53894043,1353,50.58390045,1353,57.31716156,1353,61.0755043,1353,5.695005417,
1352,65.52861023,1352,50.55606461,1352,57.29218292,1352,61.06029129,1352,5.685868263,
1351,65.52605438,1351,50.53618622,1351,57.27648163,1351,61.05606461,1351,5.692595005,
1350,65.51776886,1350,50.52626038,1350,57.2672081,1350,61.0632019,1350,5.693490982,
1349,65.5182724,1349,50.5157547,1349,57.25544739,1349,61.038311,1349,5.693599224,
1348,65.52732086,1348,50.50340271,1348,57.24514008,1348,61.0494194,1348,5.684514523,
1347,65.52168274,1347,50.481884,1347,57.23138428,1347,61.03343201,1347,5.693515301,
1346,65.53424835,1346,50.47952652,1346,57.22257996,1346,61.03293991,1346,5.692624092,
1345,65.51759338,1345,50.46140671,1345,57.20800018,1345,61.02900696,1345,5.699763298,
1344,65.50217438,1344,50.43904877,1344,57.17868805,1344,61.00346375,1344,5.687518597,
1343,65.50705719,1343,50.42404556,1343,57.17443848,1343,60.98678589,1343,5.696321964,
1342,65.51046753,1342,50.41534424,1342,57.17199326,1342,60.98540878,1342,5.686701298,
1341,65.49368286,1341,50.39244843,1341,57.14526367,1341,60.97207642,1341,5.700820923,
1340,65.48871613,1340,50.37405014,1340,57.13058853,1340,60.951828,1340,5.700013638,
1339,65.48555756,1339,50.35843277,1339,57.10411835,1339,60.94327545,1339,5.69836998,
1338,65.48177338,1338,50.35142136,1338,57.10206604,1338,60.94306564,1338,5.709228516,
1337,65.47228241,1337,50.3247261,1337,57.07933807,1337,60.91373444,1337,5.701329708,
1336,65.47261047,1336,50.3144989,1336,57.06616211,1336,60.90825653,1336,5.706777573,
1335,65.46431732,1335,50.29787445,1335,57.04070282,1335,60.88815308,1335,5.700789452,
1334,65.43933868,1334,50.27151108,1334,57.01948547,1334,60.8707428,1334,5.695003033,
1333,65.43929291,1333,50.2651825,1333,57.00722504,1333,60.86047745,1333,5.693995953,
1332,65.42824554,1332,50.24605942,1332,56.98711395,1332,60.83679199,1332,5.698455334,
1331,65.40663147,1331,50.222332,1331,56.96328354,1331,60.8162117,1331,5.703828335,
1330,65.40664673,1330,50.19792175,1330,56.9394989,1330,60.79684448,1330,5.698311806,
1329,65.40624237,1329,50.18918991,1329,56.918293,1329,60.77565002,1329,5.707242489,
1328,65.37272644,1328,50.16126633,1328,56.88730621,1328,60.75607681,1328,5.699009418,
1327,65.37313843,1327,50.13890076,1327,56.86462021,1327,60.75059128,1327,5.699836731,
1326,65.37103271,1326,50.12792969,1326,56.85276413,1326,60.72201538,1326,5.703439713,
1325,65.35572815,1325,50.1232338,1325,56.83957291,1325,60.71696472,1325,5.706138134,
1324,65.34996796,1324,50.09306717,1324,56.81083679,1324,60.68806076,1324,5.705190659,
1323,65.33798981,1323,50.07295609,1323,56.77811432,1323,60.6635437,1323,5.709724426,
1322,65.33063507,1322,50.05074692,1322,56.77008057,1322,60.65381622,1322,5.703668118,
1321,65.30924225,1321,50.04007339,1321,56.74491501,1321,60.63396454,1321,5.711420059,
1320,65.30058289,1320,50.01140213,1320,56.72091293,1320,60.60951233,1320,5.697964191,
1319,65.29401398,1319,49.99653244,1319,56.69013214,1319,60.5884552,1319,5.70662117,
1318,65.27720642,1318,49.96683121,1318,56.67805481,1318,60.57313538,1318,5.707612038,
1317,65.27230072,1317,49.96049118,1317,56.66573715,1317,60.55943298,1317,5.711929321,
1316,65.26499176,1316,49.93889999,1316,56.64480972,1316,60.53849411,1316,5.705657005,
1315,65.25072479,1315,49.91293335,1315,56.61349869,1315,60.51660156,1315,5.711283684,
1314,65.23338318,1314,49.89552307,1314,56.58288574,1314,60.50016785,1314,5.710654736,
1313,65.2204361,1313,49.87059402,1313,56.56875992,1313,60.47930908,1313,5.705313206,
1312,65.22755432,1312,49.86449051,1312,56.55961609,1312,60.4686203,1312,5.713019848,
1311,65.20344543,1311,49.83662033,1311,56.5206871,1311,60.4352951,1311,5.706371307,
1310,65.18341064,1310,49.80748749,1310,56.48148727,1310,60.42212677,1310,5.713491917,
1309,65.18087769,1309,49.79122925,1309,56.47559738,1309,60.40177917,1309,5.708882809,
1308,65.17816162,1308,49.777771,1308,56.46546555,1308,60.37625504,1308,5.713149071,
1307,65.164711,1307,49.76904297,1307,56.42474747,1307,60.36734009,1307,5.710638523,
1306,65.14417267,1306,49.73575211,1306,56.40792847,1306,60.35240936,1306,5.711663723,
1305,65.14134216,1305,49.72063446,1305,56.38756561,1305,60.3162117,1305,5.72073698,
1304,65.12498474,1304,49.70903015,1304,56.35868454,1304,60.30129242,1304,5.715617657,
1303,65.1127243,1303,49.6842804,1303,56.32733154,1303,60.27531433,1303,5.710465908,
1302,65.10086823,1302,49.65742874,1302,56.29710007,1302,60.26102829,1302,5.71256876,
1301,65.06799316,1301,49.63914871,1301,56.28796387,1301,60.24689102,1301,5.70998621,
1300,65.07842255,1300,49.6330719,1300,56.26431274,1300,60.22324371,1300,5.711606026,
1299,65.06240845,1299,49.59207916,1299,56.24058914,1299,60.17601395,1299,5.708931923,
1298,65.04844666,1298,49.59579849,1298,56.22376251,1298,60.17901993,1298,5.717971325,
1297,65.05240631,1297,49.57561874,1297,56.19320297,1297,60.16463089,1297,5.70598793,
1296,65.01932526,1296,49.53925705,1296,56.16337204,1296,60.12770462,1296,5.71259737,
1295,65.01673889,1295,49.52882004,1295,56.15409088,1295,60.12602997,1295,5.71646452,
1294,65.01156616,1294,49.51584625,1294,56.11881638,1294,60.10258865,1294,5.716844559,
1293,64.99330902,1293,49.48309708,1293,56.10430145,1293,60.07266617,1293,5.716370583,
1292,64.97348785,1292,49.47062302,1292,56.08812714,1292,60.05075073,1292,5.72248888,
1291,64.98518372,1291,49.4692955,1291,56.06448746,1291,60.04507065,1291,5.724901199,
1290,64.95579529,1290,49.42549896,1290,56.03422546,1290,60.01544571,1290,5.7101717,
1289,64.94128418,1289,49.42152405,1289,56.01780319,1289,60.00130844,1289,5.723635674,
1288,64.94856262,1288,49.40391922,1288,55.98896027,1288,59.9828186,1288,5.716563702,
1287,64.92425537,1287,49.38096619,1287,55.96713257,1287,59.96113586,1287,5.723545074,
1286,64.92262268,1286,49.36358261,1286,55.9475708,1286,59.94107819,1286,5.724175453,
1285,64.91065216,1285,49.34693146,1285,55.91727448,1285,59.92144775,1285,5.71318388,
1284,64.87950134,1284,49.31115723,1284,55.8925209,1284,59.88537598,1284,5.712853909,
1283,64.87185669,1283,49.30422211,1283,55.87710571,1283,59.87509918,1283,5.719120979,
1282,64.86859131,1282,49.27825928,1282,55.85120392,1282,59.85298157,1282,5.725532055,
1281,64.87676239,1281,49.27535248,1281,55.83522797,1281,59.85591507,1281,5.728439808,
1280,64.82969666,1280,49.24967957,1280,55.81635666,1280,59.81967545,1280,5.722695351,
1279,64.83833313,1279,49.22651291,1279,55.79099655,1279,59.80136871,1279,5.721679688,
1278,64.83190918,1278,49.21641159,1278,55.75857162,1278,59.786026,1278,5.731607914,
1277,64.79221344,1277,49.18196487,1277,55.7341156,1277,59.74435806,1277,5.716635704,
1276,64.8065567,1276,49.17457581,1276,55.72102737,1276,59.74295044,1276,5.736452103,
1275,64.80338287,1275,49.15645599,1275,55.69857407,1275,59.72043228,1275,5.719885826,
1274,64.78599548,1274,49.12944412,1274,55.66345596,1274,59.69377899,1274,5.728785992,
1273,64.75062561,1273,49.11420822,1273,55.65707779,1273,59.66875458,1273,5.720356941,
1272,64.76840973,1272,49.10942459,1272,55.63840866,1272,59.67111588,1272,5.723097324,
1271,64.74349213,1271,49.07206345,1271,55.59255981,1271,59.63856125,1271,5.722532272,
1270,64.72550964,1270,49.05534363,1270,55.57707977,1270,59.60426331,1270,5.7275033,
1269,64.71672058,1269,49.04285812,1269,55.56666183,1269,59.59812927,1269,5.729132652,
1268,64.72490692,1268,49.03704834,1268,55.54126358,1268,59.58944702,1268,5.731958866,
1267,64.69436646,1267,48.9940834,1267,55.506073,1267,59.53968811,1267,5.722263813,
1266,64.68400574,1266,48.970047,1266,55.47669983,1266,59.52056122,1266,5.730338573,
1265,64.66942596,1265,48.97490311,1265,55.4670639,1265,59.52358246,1265,5.733457088,
1264,64.66900635,1264,48.94900894,1264,55.45024109,1264,59.50118256,1264,5.720626831,
1263,64.64850616,1263,48.92192459,1263,55.41681671,1263,59.46562958,1263,5.724758625,
1262,64.6333313,1262,48.89772797,1262,55.38074875,1262,59.44805908,1262,5.727548599,
1261,64.63095093,1261,48.89749146,1261,55.38020706,1261,59.44453049,1261,5.738384724,
1260,64.63085175,1260,48.8772583,1260,55.3584938,1260,59.41627502,1260,5.730176926,
1259,64.61559296,1259,48.84949112,1259,55.3254776,1259,59.39356232,1259,5.734271049,
1258,64.59048462,1258,48.82712555,1258,55.29654694,1258,59.36510468,1258,5.736176014,
1257,64.56984711,1257,48.81037903,1257,55.27840424,1257,59.35245895,1257,5.729938507,
1256,64.59573364,1256,48.80672836,1256,55.26607132,1256,59.33452225,1256,5.732768536,
1255,64.55329895,1255,48.75091934,1255,55.22298813,1255,59.29943848,1255,5.725790977,
1254,64.53894043,1254,48.74827194,1254,55.19514084,1254,59.27990723,1254,5.734139919,
1253,64.53216553,1253,48.74752045,1253,55.19071198,1253,59.26317596,1253,5.737614155,
1252,64.5411377,1252,48.7287674,1252,55.16897583,1252,59.25371552,1252,5.73897934,
1251,64.50869751,1251,48.68585968,1251,55.13759995,1251,59.21891785,1251,5.726779461,
1250,64.49619293,1250,48.66927719,1250,55.11107635,1250,59.19316483,1250,5.741719723,
1249,64.47153473,1249,48.65337753,1249,55.08697128,1249,59.17726135,1249,5.734367371,
1248,64.48835754,1248,48.63931656,1248,55.07406616,1248,59.17199707,1248,5.739396572,
1247,64.48026276,1247,48.62351227,1247,55.045681,1247,59.14495087,1247,5.736284733,
1246,64.4417038,1246,48.59206772,1246,55.01663208,1246,59.10230255,1246,5.733328342,
1245,64.42409515,1245,48.56716919,1245,54.99397659,1245,59.09101868,1245,5.73618412,
1244,64.42245483,1244,48.56084061,1244,54.97362518,1244,59.07310867,1244,5.739974499,
1243,64.4461441,1243,48.55515289,1243,54.9660759,1243,59.07266235,1243,5.744338512,
1242,64.40932465,1242,48.51713562,1242,54.91632843,1242,59.02008438,1242,5.736976147,
1241,64.37889099,1241,48.49077988,1241,54.89064407,1241,59.00293732,1241,5.739768028,
1240,64.37685394,1240,48.47372437,1240,54.8760643,1240,58.98944855,1240,5.73950386,
1239,64.38369751,1239,48.47341537,1239,54.8706665,1239,58.9705658,1239,5.735197544,
1238,64.36006165,1238,48.43780518,1238,54.81898117,1238,58.93948746,1238,5.742658615,
1237,64.33654785,1237,48.41689682,1237,54.80126572,1237,58.92160034,1237,5.74309206,
1236,64.32318115,1236,48.40847778,1236,54.79385376,1236,58.91033554,1236,5.745553493,
1235,64.33459473,1235,48.39643478,1235,54.7698555,1235,58.88733673,1235,5.742464542,
1234,64.32093811,1234,48.37158966,1234,54.72412872,1234,58.86942291,1234,5.743172646,
1233,64.29637909,1233,48.34194565,1233,54.71163559,1233,58.83867264,1233,5.737113476,
1232,64.28095245,1232,48.32484055,1232,54.70064163,1232,58.81031036,1232,5.739701748,
1231,64.28469086,1231,48.3156662,1231,54.67513657,1231,58.80443573,1231,5.750844002,
1230,64.27285004,1230,48.28744125,1230,54.64454269,1230,58.77746201,1230,5.745360851,
1229,64.24681854,1229,48.26045609,1229,54.62346649,1229,58.7566452,1229,5.74704361,
1228,64.23105621,1228,48.24858475,1228,54.59396362,1228,58.72902298,1228,5.743088722,
1227,64.23164368,1227,48.23215866,1227,54.57367706,1227,58.70556259,1227,5.744256496,
1226,64.22016144,1226,48.21582031,1226,54.55222321,1226,58.68910599,1226,5.756783962,
1225,64.20145416,1225,48.19490814,1225,54.52438736,1225,58.67040253,1225,5.750641346,
1224,64.18548584,1224,48.16470337,1224,54.48505783,1224,58.63968277,1224,5.743235588,
1223,64.17967987,1223,48.14947128,1223,54.47872925,1223,58.6291008,1223,5.750272751,
1222,64.17597198,1222,48.13676834,1222,54.45294952,1222,58.60561752,1222,5.75131464,
1221,64.15474701,1221,48.1147728,1221,54.42907715,1221,58.57482529,1221,5.750873566,
1220,64.14469147,1220,48.09764099,1220,54.40775681,1220,58.56393433,1220,5.746670246,
1219,64.12998199,1219,48.06698227,1219,54.36614609,1219,58.53470612,1219,5.75090456,
1218,64.11714172,1218,48.05313492,1218,54.3593483,1218,58.51345062,1218,5.739098549,
1217,64.10955811,1217,48.0356102,1217,54.34210968,1217,58.49641418,1217,5.747894764,
1216,64.09871674,1216,48.0187149,1216,54.32222366,1216,58.47742462,1216,5.757083893,
1215,64.07120514,1215,47.99531937,1215,54.2897644,1215,58.44166946,1215,5.752400398,
1214,64.07270813,1214,47.97357559,1214,54.25765991,1214,58.4270668,1214,5.754422665,
1213,64.04782104,1213,47.95085907,1213,54.22119904,1213,58.40021896,1213,5.745286465,
1212,64.04802704,1212,47.93175507,1212,54.21207428,1212,58.38645554,1212,5.750272274,
1211,64.04834747,1211,47.92655182,1211,54.2039032,1211,58.37356949,1211,5.756281853,
1210,64.02311707,1210,47.89993286,1210,54.16685486,1210,58.33694458,1210,5.754731655,
1209,64.00735474,1209,47.87219238,1209,54.13410187,1209,58.30837631,1209,5.757614136,
1208,63.99201202,1208,47.85605621,1208,54.10923767,1208,58.28194427,1208,5.755377293,
1207,63.98529434,1207,47.82780457,1207,54.07965851,1207,58.2722435,1207,5.752645016,
1206,63.98064041,1206,47.82009506,1206,54.06376266,1206,58.25336456,1206,5.75047493,
1205,63.96987534,1205,47.7978096,1205,54.05454636,1205,58.23519897,1205,5.756567955,
1204,63.95215988,1204,47.78829575,1204,54.02338028,1204,58.20658875,1204,5.762138367,
1203,63.93040848,1203,47.75318909,1203,53.98964691,1203,58.17328262,1203,5.758140087,
1202,63.92082596,1202,47.73587418,1202,53.96819687,1202,58.15894699,1202,5.761463165,
1201,63.91716003,1201,47.71355438,1201,53.94338226,1201,58.14199448,1201,5.7649827,
1200,63.90111923,1200,47.69543457,1200,53.91189957,1200,58.12010956,1200,5.758572102,
1199,63.89806366,1199,47.67263412,1199,53.89817429,1199,58.09537888,1199,5.758448601,
1198,63.88399506,1198,47.64941788,1198,53.87404633,1198,58.07395172,1198,5.760118484,
1197,63.86418152,1197,47.62601852,1197,53.84530258,1197,58.05160522,1197,5.75949049,
1196,63.86067963,1196,47.61049271,1196,53.8268013,1196,58.02806091,1196,5.75920248,
1195,63.85033035,1195,47.59056091,1195,53.80017853,1195,58.00978088,1195,5.764797211,
1194,63.8425827,1194,47.56900787,1194,53.78301239,1194,57.98550797,1194,5.764576912,
1193,63.8255043,1193,47.55059052,1193,53.75297546,1193,57.96595383,1193,5.76518774,
1192,63.81624985,1192,47.53045273,1192,53.72619629,1192,57.93971252,1192,5.763921261,
1191,63.80388641,1191,47.50939178,1191,53.70496368,1191,57.91838837,1191,5.76559782,
1190,63.79931641,1190,47.49295044,1190,53.68494415,1190,57.90139008,1190,5.761270046,
1189,63.77991867,1189,47.47148132,1189,53.65066528,1189,57.87247849,1189,5.76193428,
1188,63.7701149,1188,47.44890213,1188,53.63328934,1188,57.86039352,1188,5.762148857,
1187,63.7529068,1187,47.4300766,1187,53.60682678,1187,57.83258057,1187,5.758858204,
1186,63.74673843,1186,47.40724945,1186,53.58023071,1186,57.80135345,1186,5.762846947,
1185,63.73509598,1185,47.39162064,1185,53.56108093,1185,57.78668594,1185,5.758683205,
1184,63.71389771,1184,47.36193848,1184,53.5262413,1184,57.75320435,1184,5.761194229,
1183,63.77319717,1183,47.39837646,1183,53.56136703,1183,57.8010788,1183,5.775766373,
1182,63.69784927,1182,47.30210495,1182,53.43297577,1182,57.68087006,1182,5.761837006,
1181,63.64638901,1181,47.29684448,1181,53.44458771,1181,57.69068527,1181,5.766662121,
1180,63.66974258,1180,47.2894249,1180,53.43404388,1180,57.67217255,1180,5.770841599,
1179,63.65533447,1179,47.26116562,1179,53.40210724,1179,57.64731216,1179,5.766413212,
1178,63.64150238,1178,47.2495079,1178,53.38289261,1178,57.62590027,1178,5.763252258,
1177,63.61972046,1177,47.23351669,1177,53.35668945,1177,57.60690689,1177,5.771138668,
1176,63.63281631,1176,47.20906067,1176,53.33010101,1176,57.57881546,1176,5.766989231,
1175,63.60052872,1175,47.18412018,1175,53.30806351,1175,57.55401993,1175,5.767990112,
1174,63.59591675,1174,47.16639328,1174,53.28304672,1174,57.53308105,1174,5.769175529,
1173,63.58412552,1173,47.1451683,1173,53.25684357,1173,57.5095253,1173,5.76997757,
1172,63.57468414,1172,47.12350082,1172,53.23541641,1172,57.48532867,1172,5.77402544,
1171,63.55541229,1171,47.09469604,1171,53.20053101,1171,57.46381378,1171,5.767977715,
1170,63.55012131,1170,47.07889175,1170,53.17444229,1170,57.44017792,1170,5.769650936,
1169,63.53205872,1169,47.05351639,1169,53.15525055,1169,57.41484833,1169,5.765041351,
1168,63.52180099,1168,47.03287125,1168,53.12906647,1168,57.38450241,1168,5.770319939,
1167,63.50764084,1167,47.0118103,1167,53.10233307,1167,57.3691864,1167,5.768214226,
1166,63.49970245,1166,46.99455261,1166,53.08541107,1166,57.34035873,1166,5.767138004,
1165,63.48836517,1165,46.9774437,1165,53.05611038,1165,57.32574463,1165,5.773303032,
1164,63.46522522,1164,46.95139694,1164,53.02431488,1164,57.30155563,1164,5.765075207,
1163,63.46554565,1163,46.93757248,1163,53.00868225,1163,57.28009796,1163,5.769557953,
1162,63.44950104,1162,46.91194153,1162,52.98434448,1162,57.24887085,1162,5.769876003,
1161,63.43684387,1161,46.89051437,1161,52.95209885,1161,57.27547455,1161,5.768537998,
1160,63.42266846,1160,46.87427521,1160,52.93428802,1160,57.19997787,1160,5.767049789,
1159,63.41482544,1159,46.88425827,1159,52.90322876,1159,57.17579651,1159,5.763877392,
1158,63.39775467,1158,46.82868576,1158,52.87981033,1158,57.15903091,1158,5.774951935,
1157,63.38853836,1157,46.8059845,1157,52.89714813,1157,57.13467407,1157,5.768800735,
1156,63.2721405,1156,46.7205925,1156,52.75783539,1156,57.0209198,1156,5.763049603,
1155,63.36410522,1155,46.76320648,1155,52.79896164,1155,57.08496094,1155,5.767190456,
1154,63.35530853,1154,46.74618149,1154,52.7818222,1154,57.05928802,1154,5.765690804,
1153,63.33169937,1153,46.72481537,1153,52.75082397,1153,57.04373169,1153,5.782453537,
1152,63.33683014,1152,46.69372559,1152,52.72396851,1152,57.01408386,1152,5.766179562,
1151,63.3057785,1151,46.67673111,1151,52.69549942,1151,57.01491928,1151,5.76617384,
1150,63.29620361,1150,46.65897751,1150,52.68259811,1150,56.96661377,1150,5.769394398,
1149,63.28955841,1149,46.63675308,1149,52.66701126,1149,56.94178391,1149,5.779836178,
1148,63.26678467,1148,46.61908722,1148,52.62443924,1148,56.9120636,1148,5.767025948,
1147,63.25958252,1147,46.61439896,1147,52.59685516,1147,56.88706207,1147,5.771481514,
1146,63.23838806,1146,46.574646,1146,52.56809616,1146,56.87118912,1146,5.768424511,
1145,63.22658157,1145,46.55754089,1145,52.55054855,1145,56.86606216,1145,5.772510052,
1144,63.22694397,1144,46.53014755,1144,52.52435303,1144,56.82509613,1144,5.772770882,
1143,63.19093704,1143,46.49580383,1143,52.48431015,1143,56.77868652,1143,5.770872593,
1142,63.18929672,1142,46.48000717,1142,52.46408463,1142,56.7661171,1142,5.772115707,
1141,63.18244171,1141,46.47094727,1141,52.44296265,1141,56.75588226,1141,5.769088268,
1140,63.16832733,1140,46.45673752,1140,52.41334534,1140,56.72932434,1140,5.76231575,
1139,63.15456772,1139,46.41955185,1139,52.39007568,1139,56.69426727,1139,5.764639378,
1138,63.13386536,1138,46.37378311,1138,52.34579468,1138,56.65142441,1138,5.762631893,
1137,63.13583374,1137,46.3687439,1137,52.34587097,1137,56.6404953,1137,5.766664982,
1136,63.12205124,1136,46.36788177,1136,52.30967331,1136,56.62931061,1136,5.765721321,
1135,63.11762238,1135,46.34936905,1135,52.2976265,1135,56.61216354,1135,5.774484634,
1134,63.10306931,1134,46.30443573,1134,52.26008224,1134,56.58079529,1134,5.766364574,
1133,63.06073761,1133,46.26103592,1133,52.21292877,1133,56.52910614,1133,5.768137932,
1132,63.07191849,1132,46.2696991,1132,52.21435547,1132,56.52796173,1132,5.77624321,
1131,63.07163239,1131,46.26073074,1131,52.18572617,1131,56.51056671,1131,5.772075653,
1130,63.0537796,1130,46.23304367,1130,52.16723251,1130,56.48883438,1130,5.774623394,
1129,63.03601074,1129,46.19487381,1129,52.12574768,1129,56.45764923,1129,5.769331455,
1128,62.9885788,1128,46.16180801,1128,52.08260345,1128,56.40209961,1128,5.76193428,
1127,63.0076828,1127,46.15776062,1127,52.07880783,1127,56.39834976,1127,5.772283077,
1126,62.99327087,1126,46.13623428,1126,52.0438385,1126,56.37642288,1126,5.768830299,
1125,62.98683167,1125,46.11236572,1125,52.02394104,1125,56.36188507,1125,5.772192955,
1124,62.96665573,1124,46.08295441,1124,51.99169922,1124,56.32846832,1124,5.766223431,
1123,62.95490265,1123,46.06642914,1123,51.96631622,1123,56.29573059,1123,5.772968292,
1122,62.93977356,1122,46.04124832,1122,51.94586945,1122,56.27236176,1122,5.766814232,
1121,62.93576813,1121,46.02146912,1121,51.92456055,1121,56.25637817,1121,5.769635201,
1120,62.92666245,1120,45.99879837,1120,51.89433289,1120,56.23613739,1120,5.76676178,
1119,62.90422058,1119,45.97523499,1119,51.86342621,1119,56.20090485,1119,5.768116951,
1118,62.90134048,1118,45.96092987,1118,51.83308029,1118,56.18289185,1118,5.768208504,
1117,62.88278198,1117,45.93841171,1117,51.81443024,1117,56.15121078,1117,5.773571491,
1116,62.87591553,1116,45.91013336,1116,51.78164673,1116,56.13308716,1116,5.76845789,
1115,62.86717606,1115,45.89450455,1115,51.75886154,1115,56.11632919,1115,5.770148277,
1114,62.85011292,1114,45.86769485,1114,51.73652649,1114,56.08809662,1114,5.76080513,
1113,62.8356514,1113,45.84232712,1113,51.70544434,1113,56.05905533,1113,5.765291691,
1112,62.82028961,1112,45.81673813,1112,51.68657303,1112,56.03514481,1112,5.754114151,
1111,62.81642914,1111,45.79697037,1111,51.65792847,1111,56.01775742,1111,5.762307644,
1110,62.80010223,1110,45.77780914,1110,51.62516403,1110,55.98880768,1110,5.762896061,
1109,62.79689789,1109,45.75392151,1109,51.60967636,1109,55.97361374,1109,5.759274006,
1108,62.78399277,1108,45.73442459,1108,51.58303452,1108,55.94593811,1108,5.763595104,
1107,62.76791,1107,45.73338699,1107,51.56154633,1107,55.92402267,1107,5.761410236,
1106,62.83746338,1106,45.70085144,1106,51.6239624,1106,55.91124344,1106,5.765305996,
1105,62.74664307,1105,45.66802979,1105,51.50133514,1105,55.88628006,1105,5.761452198,
1104,62.71251297,1104,45.62565613,1104,51.4615593,1104,55.83258438,1104,5.756858349,
1103,62.68917847,1103,45.59792328,1103,51.43136978,1103,55.79954529,1103,5.751173973,
1102,62.71284866,1102,45.60581589,1102,51.43701935,1102,55.80786514,1102,5.756537437,
1101,62.70259476,1101,45.59727478,1101,51.40618134,1101,55.78964233,1101,5.757470131,
1100,62.6932869,1100,45.56559753,1100,51.37923431,1100,55.7544899,1100,5.765596867,
1099,62.67102432,1099,45.53215408,1099,51.35144424,1099,55.72702789,1099,5.764801502,
1098,62.66731644,1098,45.52830124,1098,51.32868195,1098,55.71551895,1098,5.753957272,
1097,62.67555237,1097,45.49055481,1097,51.33052444,1097,55.68178177,1097,5.759260178,
1096,62.61870193,1096,45.4363327,1096,51.2511673,1096,55.61558533,1096,5.747794151,
1095,62.64857101,1095,45.45205307,1095,51.24982071,1095,55.61635971,1095,5.760605812,
1094,62.61494064,1094,45.41922379,1094,51.22793961,1094,55.6026535,1094,5.753497601,
1093,62.58995056,1093,45.38331223,1093,51.18317413,1093,55.55663681,1093,5.753407955,
1092,62.6074791,1092,45.37533951,1092,51.17789459,1092,55.54362106,1092,5.756081581,
1091,62.57130432,1091,45.34770966,1091,51.1385498,1091,55.52632904,1091,5.751849174,
1090,62.5444603,1090,45.34471893,1090,51.11195374,1090,55.48247528,1090,5.754940033,
1089,62.56609726,1089,45.30226135,1089,51.09947205,1089,55.47597504,1089,5.747887135,
1088,62.54575729,1088,45.27436447,1088,51.06687546,1088,55.45355225,1088,5.748860359,
1087,62.52424622,1087,45.25659561,1087,51.03597641,1087,55.41603088,1087,5.750312805,
1086,62.51920319,1086,45.25568771,1086,51.02151489,1086,55.39268112,1086,5.746169567,
1085,62.47613907,1085,45.17713928,1085,50.95564651,1085,55.33818436,1085,5.73853159,
1084,62.5024147,1084,45.18665314,1084,50.96437454,1084,55.34609604,1084,5.752517223,
1083,62.48579788,1083,45.17533875,1083,50.93848801,1083,55.32825089,1083,5.742213249,
1082,62.43668747,1082,45.12156677,1082,50.87278366,1082,55.2541008,1082,5.739420891,
1081,62.45934296,1081,45.12150955,1081,50.87588501,1081,55.27883148,1081,5.732909679,
1080,62.44766617,1080,45.10474396,1080,50.85771179,1080,55.2379303,1080,5.741767406,
1079,62.45378113,1079,45.08709717,1079,50.84508514,1079,55.21849823,1079,5.753604889,
1078,62.40912628,1078,45.04956818,1078,50.81012344,1078,55.16704941,1078,5.750611782,
1077,62.40244675,1077,45.02677917,1077,50.76737213,1077,55.15715027,1077,5.738173962,
1076,62.39842606,1076,45.00176239,1076,50.73974228,1076,55.13344955,1076,5.734562874,
1075,62.36608505,1075,44.97111893,1075,50.72306442,1075,55.11676788,1075,5.73957634,
1074,62.36680222,1074,44.96642303,1074,50.68574524,1074,55.06411362,1074,5.73197937,
1073,62.33866119,1073,44.92967224,1073,50.65908432,1073,55.03770065,1073,5.734367371,
1072,62.36242676,1072,44.91477966,1072,50.63980865,1072,55.03703308,1072,5.740413666,
